"City","Code"
"Tiruchengode","04288"
"Tirunelvelli","0462"
"Tirupathi","0877"
"Tirupathur","04577"
"Tirupattur","04179"
"Tirupur","0421"
"Tirur","0494"
"Tiruttani","044"
"Tiruvalla","0469"
"Tiruvannamalai","04175"
"Tiruvarur","04366"
"Tiruvellore","044"
"Tiruvettipuram","04182"
"Tisri","06556"
"Titlagarh","06655"
"Tiwasa","07225"
"Todaraisingh","01433"
"Tohana","01692"
"Tohsam","01253"
"Tonk(N)","01435"
"Tonk(S)","01432"
"Torpa","06538"
"Toynar","07852"
"Trichur","0487"
"Trichy","0431"
"Trimbak","02594"
"Triveniganj","06477"
"Tuensang","03861"
"Tuljapur","02471"
"Tumkur","0816"
"Tumsar","07183"
"Tumudibandha","06840"
"Tuni","08854"
"Tura","03651"
"Turuvekere","08139"
"Tuticorin","0461"
"Tuting","03799"
"Udaipur","07833"
"Udaipur","01909"
"Udaipura","07485"
"Udaipurwati","01594"
"Udakishanganj","06479"
"Udala","06795"
"Udalgiri","03711"
"Udarbondh","03841"
"Udaygiri","08620"
"Udgir","02385"
"Udumalpet","04252"
"Udupi","0820"
"Ujjain","0734"
"Ukhimath","01364"
"Ukhrul Central","03845"
"Ukhrul South","03870"
"Ulundurpet","04149"
"Ulvapadu","08599"
"Umariapan","07625"
"Umarkhed","07231"
"Umerkote","06866"
"Umrane","02598"
"Umrer","07116"
"Una","01975"
"Una-Diu","02875"
"Uniayara","01436"
"Unnao","0515"
"Upleta","02826"
"Uppala","04998"
"Uproda","07810"
"Uravakonda","08496"
"Urlikanchan","02136"
"Usiliampatti","04552"
"Uthangarai","04341"
"Utnor","08731"
"Utraula","05265"
"V.R.Puram","08748"
"Vadakkanchery","04884"
"Vadgam","02739"
"Vadodara","0265"
"Vaduj","02161"
"Vaimpalli","08588"
"Valapady","04292"
"Valia","02643"
"Vallabhipur","02841"
"Vallabhnagar","02957"
"Valliyoor","04637"
"Valod","02625"
"Valsad","02632"
"Vaniyambadi","04174"
"Vanthali","02872"
"Vapi","0260"
"Varanasi","0542"
"Vav","02740"
"Vayalpad","08586"
"Vedasandur","04551"
"Velhe","02130"
"Vellore","0416"
"Velur","04268"
"Vengurla","02366"
"Venkatgiri","08625"
"Venkatgirikota","08587"
"Veraval","02876"
"Vidisha","07592"
"Vijapur","02763"
"Vijapur","02436"
"Vijayawada","0866"
"Vijayraghogarh","07626"
"Vikom","04829"
"Vikrabad","08416"
"Vilathikulam","04638"
"Villupuram","04146"
"Vinjamuru","08629"
"Vinukonda","08646"
"Virajpet","08274"
"Viramgam","02715"
"Viratnagar","01422"
"Virudhachalam","04143"
"Virudhunagar","04562"
"Visakhapatnam","0891"
"Visavadar","02873"
"Visnagar","02765"
"Vita","02347"
"Vizayanagaram","08922"
"Vuyyuru","08676"
"Vyara","02626"
"Wada","02526"
"Wadi","08476"
"Wadrainagar","07772"
"Waghodia","02668"
"Wai","02167"
"Walchandnagar","02118"
"Wanaparthy","08543"
"Wandiwash","04183"
"Wani","07239"
"Wankaner","02828"
"Warangal","0870"
"Waraseoni","07633"
"Wardha","07152"
"Wardhannapet","08711"
"Warlydwarud","07229"
"Warora","07176"
"Washim","07252"
"Wathar","02371"
"Wazirganj","06322"
"Williamnagar","03658"
"Wokha","03860"
"Yadgiri","08473"
"Yawal","02585"
"Yelamanchili","08931"
"Yelavaram","08865"
"Yelburga","08534"
"Yeleswaram","08868"
"Yellandu","08745"
"Yellanuru","08550"
"Yellapur","08419"
"Yellareddy","08465"
"Yeola","02559"
"Yeotmal","07232"
"Yercaud","04281"
"Yerragondapalem","08403"
"Yiang Kiag","03777"
"Zahirabad","08451"
"Zamania","05497"
"Zhirnia","07289"
"Zira","01682"
"Zunheboto","03867"
